train_macro_f1,validation_macro_f1,f1_gap,final_train_loss,final_validation_loss,loss_gap,diagnosis
0.9629946067219903,0.9569261330920769,0.006068473629913473,0.04727649063117888,0.06613822621183806,0.018861735580659178,Good Fit
